1995	4	1	1/9	9/5	1	-1	-1	1	2	46	46	46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/0/0/0	0	0	4	0/0	0	0	0/2	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	4	0	1	4	0	0	0	0	0	0	0	0	0/46	0/0	0	0	1	2	date	date
A	1	2	a/X	X/a	0	0	-1	0	0	46	46	46	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	1	5	0/0	0	0	1/0	0	0	0	0	0	0	0	0	0	0	0	2/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/46	1/0	0	0	1	0	author	author
Garvey	6	0	g/a	e/y	0	-1	-1	0	0	46	46	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	6	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/32	0/0	0	0	1	0	author	author
and	3	1	a/n	n/d	0	-1	-1	0	0	46	46	32	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	2	6	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/32	1/0	0	0	3	0	author	author
V	1	2	v/X	X/v	0	-1	-1	0	0	46	46	46	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	1	6	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/46	0/0	0	0	3	0	author	author
R	1	2	r/X	X/r	0	-1	-1	0	0	46	46	46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	1	6	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/46	1/0	0	0	2	0	author	author
Lesser	6	0	l/e	e/r	0	-1	-1	0	0	46	46	44	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0/1/1/0	0	0	7	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/44	0/0	0	0	2	0	author	author
Designtotime	9	0	d/e	m/e	0	-1	-1	0	1	34	34	32	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0/1/0/0	0	0	7	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/32	0/0	0	0	2	0	title	title
RealTime	9	0	r/e	m/e	0	-1	-1	0	1	34	34	32	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0/1/0/0	0	0	7	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/32	1/0	0	0	2	0	title	title
Scheduling	9	0	s/c	n/g	0	-1	-1	0	1	34	34	34	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1/0/0/1	0	0	7	0/0	0	0	0/1	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/34	0/0	0	0	2	1	title	title
IEEE	4	0	i/e	e/e	0	-1	-1	0	1	44	44	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0/0/0/0	0	0	7	0/0	0	0	0/0	0	0	0	0	1	0	0	0	0	0	0	1/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/32	0/0	0	0	2	0	journal	journal
Transactions	9	0	t/r	n/s	0	-1	-1	0	1	44	44	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	7	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/32	0/0	0	0	2	0	journal	journal
on	2	1	o/n	o/n	0	-1	-1	0	1	44	44	32	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	6	0/0	0	0	2/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/32	1/0	0	0	2	0	journal	journal
Systems	9	0	s/y	m/s	0	-1	-1	0	0	44	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/0/0/0	0	0	7	0/0	0	0	0/1	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/44	0/0	0	0	2	1	journal	author
Man	3	0	m/a	a/n	0	-1	-1	0	0	44	44	44	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	8	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	1/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/44	0/0	0	0	2	0	journal	author
and	3	1	a/n	n/d	0	-1	-1	0	0	44	44	32	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	2	9	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/32	1/0	0	0	3	0	journal	author
Cybernetics	9	0	c/y	c/s	0	-1	-1	0	1	44	44	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	8	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/58	0/0	0	0	3	0	journal	author
Special	9	0	s/p	a/l	0	-1	-1	0	1	58	58	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	7	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/32	0/0	0	0	2	0	journal	title
Issue	5	0	i/s	u/e	0	-1	-1	0	1	58	58	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	6	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/32	0/0	0	0	2	0	journal	title
on	2	1	o/n	o/n	0	-1	-1	0	1	58	58	32	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	6	0/0	0	0	2/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/32	1/0	0	0	2	0	journal	title
Scheduling	9	0	s/c	n/g	0	-1	-1	0	1	58	58	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/0/0/0	0	0	5	0/0	0	0	0/1	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/44	0/0	0	0	2	1	journal	title
Planning	9	0	p/l	n/g	0	-1	-1	0	1	44	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/0/0/0	0	0	4	0/0	0	0	0/1	0	0	0	0	0	0	0	0	0	0	0	1/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/44	0/0	0	0	1	1	journal	journal
and	3	1	a/n	n/d	0	-1	-1	0	0	44	44	32	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	2	5	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	1/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/32	1/0	0	0	3	0	journal	journal
Control	9	0	c/o	o/l	0	-1	1	0	1	44	44	44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/0/0/0	0	0	5	0/0	0	0	0/1	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/44	1/0	0	0	3	1	journal	journal
23	2	1	2/3	2/3	1	-1	0	1	2	44	44	40	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0/1/1/0	0	0	5	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	1/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/40	0/0	0	0	0	0	volume	volume
6	1	1	6/X	X/6	1	0	1	0	2	40	40	41	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1/0/0/1	0	0	5	0/0	0	0	0/1	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/41	0/0	0	0	0	1	volume	volume
1993	4	1	1/9	9/3	1	1	-1	1	2	44	44	46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/0/0/0	0	0	6	0/0	0	0	0/2	0	0	0	0	0	0	0	0	0	0	1	1/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/46	0/0	0	0	0	2	date	date
Gertz	5	0	g/e	t/z	0	0	-1	0	0	46	46	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	7	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	1	2/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/32	0/0	0	0	0	0	author	author
M	1	2	m/X	X/m	0	-1	-1	0	0	46	46	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	1	7	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	1	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0/46	0/0	0	0	0	0	author	author
Lipeck	6	0	l/i	c/k	0	-1	-1	0	1	44	44	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	7	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	1	0/0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0/32	0/0	0	0	0	0	author	author
U	1	2	u/X	X/u	0	-1	-1	0	0	44	44	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	1	8	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	1	3	0/1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0/46	0/0	0	0	0	0	author	author
W	1	2	w/X	X/w	0	-1	-1	0	0	46	46	46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	1	9	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	3	0/0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0/46	1/0	0	0	0	0	author	author
Deriving	9	0	d/e	n/g	0	-1	-1	0	1	46	46	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	9	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	3	0/0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0/32	0/0	0	0	0	0	title	title
Integrity	9	0	i/n	t/y	0	-1	-1	0	1	46	46	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	8	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	3	0/0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0/32	0/0	0	0	0	0	title	title
Maintaining	9	0	m/a	n/g	0	-1	-1	0	1	46	46	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	8	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	3	0/0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0/32	0/0	0	0	0	0	title	title
Triggers	9	0	t/r	r/s	0	-1	-1	0	1	46	46	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	7	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	3	0/0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0/32	0/0	0	0	0	0	title	title
from	4	1	f/r	o/m	0	-1	-1	0	1	46	46	32	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	6	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	3	0/0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0/32	1/0	0	0	0	0	title	title
Transition	9	0	t/r	o/n	0	-1	-1	0	1	46	46	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	5	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	3	0/0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0/32	0/0	0	0	0	0	title	title
Graphs	6	0	g/r	h/s	0	-1	1	0	0	46	46	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	6	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	3	0/0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0/46	0/0	0	0	0	0	title	title
In	2	0	i/n	i/n	1	-1	-1	0	1	46	46	32	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	5	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	3	0/0	0	1	0	3	0	1	0	0	0	1	0	0	0	0	1	0/32	0/0	0	0	0	0	booktitle	booktitle
International	9	0	i/n	a/l	0	0	-1	0	1	46	46	32	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	4	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	3	0/0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0/32	1/0	0	0	0	0	booktitle	booktitle
Conference	9	0	c/o	c/e	0	-1	-1	0	1	46	46	32	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0/0/0/0	0	0	3	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	3	0/0	0	0	0	3	1	0	0	0	0	3	0	0	0	0	1	0/32	1/0	0	0	0	0	booktitle	booktitle
on	2	1	o/n	o/n	0	-1	-1	0	1	46	46	32	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	2	0/0	0	0	2/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0/32	1/0	0	0	0	0	booktitle	booktitle
Data	4	0	d/a	t/a	0	-1	-1	0	0	46	46	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	2	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0/32	0/0	0	0	0	0	booktitle	booktitle
Engineering	9	0	e/n	n/g	0	-1	1	0	1	46	46	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/0/0/0	0	0	1	0/0	0	0	0/1	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0/44	0/0	0	0	0	1	booktitle	booktitle
1993	4	1	1/9	9/3	1	-1	-1	1	2	44	44	46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/0/0/0	0	0	1	0/0	0	0	0/2	0	0	0	0	0	0	0	0	0	0	0	1/0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0/46	0/0	0	0	2	2	date	date
D	1	2	d/X	X/d	0	0	-1	0	0	46	46	46	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	1	2	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	2/0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0/46	0/0	0	0	2	0	author	author
G	1	2	g/X	X/g	0	-1	-1	0	0	46	46	46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	1	3	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/46	1/0	0	0	2	0	author	author
Bradlee	9	0	b/r	e/e	0	-1	-1	0	1	46	46	44	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/0/0/0	0	0	3	0/0	0	0	0/1	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/44	0/0	0	0	1	1	author	author
S	1	2	s/X	X/s	0	-1	-1	0	0	44	44	46	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	1	3	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	1/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/46	1/0	0	0	1	0	author	author
J	1	2	j/X	X/j	0	-1	-1	0	0	46	46	46	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	1	4	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/46	0/0	0	0	1	0	author	author
Eggers	6	0	e/g	r/s	0	-1	-1	0	0	46	46	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	0	5	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/32	0/0	0	0	1	0	author	author
and	3	1	a/n	n/d	0	-1	-1	0	0	46	46	32	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	2	6	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/32	1/0	0	0	3	0	author	author
R	1	2	r/X	X/r	0	-1	-1	0	0	46	46	46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	1	7	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/46	1/0	0	0	3	0	author	author
R	1	2	r/X	X/r	0	-1	-1	0	0	46	46	46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0/0/0	0	1	8	0/0	0	0	0/0	0	0	0	0	0	0	0	0	0	0	0	0/0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0/46	1/0	0	0	1	0	author	author
